,ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
13074,28395,Wade,NC," 2,226",37051,34250,CUMBERLAND,HPSA
13075,28170,Wadesboro,NC," 10,115",37007,34030,ANSON,Low Income Area/HPSA
13076,28396,Wagram,NC," 3,191",37165,34820,SCOTLAND,Low Income Area/HPSA
13077,27051,Walkertown,NC," 7,002",37067,34330,FORSYTH,Low Income Area
13078,28466,Wallace,NC," 9,964",37061,34300,DUPLIN,Low Income Area/HPSA
13079,27052,Walnut Cove,NC," 10,721",37169,34840,STOKES,Low Income Area/HPSA
13080,27888,Walstonburg,NC," 3,496",37195,34970,WILSON,Low Income Area/HPSA
13081,28909,Warne,NC, 906,37043,34210,CLAY,Low Income Area/HPSA
13082,28693,Warrensville,NC," 1,890",37009,34040,ASHE,Low Income Area/HPSA
13083,27589,Warrenton,NC," 9,913",37185,34920,WARREN,Low Income Area/HPSA
13084,28398,Warsaw,NC," 7,511",37061,34300,DUPLIN,Low Income Area/HPSA
13085,27889,Washington,NC," 27,631",37013,34060,BEAUFORT,Low Income Area/HPSA
13086,28785,Waynesville,NC," 7,429",37087,34430,HAYWOOD,Low Income Area/HPSA
13087,28786,Waynesville,NC," 20,380",37087,34430,HAYWOOD,Low Income Area/HPSA
13088,28787,Weaverville,NC," 19,114",37021,34100,BUNCOMBE,HPSA
13089,27890,Weldon,NC," 2,523",37083,34410,HALIFAX,Low Income Area/HPSA
13090,27591,Wendell,NC," 19,701",37183,34910,WAKE,Low Income Area/HPSA
13091,28694,West Jefferson,NC," 8,340",37009,34040,ASHE,Low Income Area/HPSA
13092,27053,Westfield,NC," 3,254",37171,34850,SURRY,Low Income Area/HPSA
13093,27891,Whitakers,NC," 5,246",37127,34630,NASH,Low Income Area/HPSA
13094,28399,White Oak,NC," 1,986",37017,34080,BLADEN,Low Income Area/HPSA
13095,28472,Whiteville,NC," 20,732",37047,34230,COLUMBUS,Low Income Area/HPSA
13096,28789,Whittier,NC," 6,849",37099,34490,JACKSON,Low Income Area/HPSA
13097,28697,Wilkesboro,NC," 12,548",37193,34960,WILKES,Low Income Area
13098,28478,Willard,NC," 4,502",37141,34700,PENDER,Low Income Area/HPSA
13099,27892,Williamston,NC," 15,422",37117,34580,MARTIN,Low Income Area/HPSA
13100,27592,Willow Spring,NC, 31,37183,34910,WAKE,HPSA
13101,27592,Willow Spring,NC," 5,830",37183,34910,WAKE,HPSA
13102,28401,Wilmington,NC," 22,033",37129,34640,NEW HANOVER,Low Income Area
13103,28403,Wilmington,NC," 35,978",37129,34640,NEW HANOVER,Low Income Area
13104,28405,Wilmington,NC," 29,290",37129,34640,NEW HANOVER,Low Income Area
13105,27893,Wilson,NC," 41,190",37195,34970,WILSON,Low Income Area
13106,27896,Wilson,NC, 464,37195,34970,WILSON,HPSA
13107,27983,Windsor,NC," 11,041",37015,34070,BERTIE,Low Income Area
13108,28174,Wingate,NC," 8,308",37179,34890,UNION,Low Income Area
13109,28479,Winnabow,NC," 5,571",37019,34090,BRUNSWICK,Low Income Area/HPSA
13110,27101,Winston Salem,NC," 18,982",37067,34330,FORSYTH,Low Income Area/HPSA
13111,27103,Winston Salem,NC," 33,182",37067,34330,FORSYTH,Low Income Area/HPSA
13112,27105,Winston Salem,NC," 39,368",37067,34330,FORSYTH,Low Income Area/HPSA
13113,27106,Winston Salem,NC," 47,911",37067,34330,FORSYTH,Low Income Area/HPSA
13114,27107,Winston Salem,NC," 47,244",37067,34330,FORSYTH,Low Income Area/HPSA
13115,27110,Winston Salem,NC," 2,127",37067,34330,FORSYTH,Low Income Area/HPSA
13116,27127,Winston Salem,NC," 34,082",37067,34330,FORSYTH,Low Income Area/HPSA
13117,28590,Winterville,NC," 23,473",37147,34730,PITT,HPSA
13118,27986,Winton,NC," 2,544",37091,34450,HERTFORD,Low Income Area
13119,27897,Woodland,NC," 2,256",37131,34650,NORTHAMPTON,Low Income Area/HPSA
13120,27055,Yadkinville,NC," 14,129",37197,34980,YADKIN,Low Income Area
13121,27379,Yanceyville,NC," 4,862",37033,34160,CASWELL,Low Income Area
13122,27596,Youngsville,NC," 15,191",37069,34340,FRANKLIN,Low Income Area
13123,27597,Zebulon,NC," 21,727",37183,34910,WAKE,Low Income Area/HPSA
13124,28698,Zionville,NC," 2,079",37189,34940,WATAUGA,Low Income Area/HPSA
13125,28790,Zirconia,NC," 3,295",37089,34440,HENDERSON,HPSA
13126,58210,Adams,ND, 310,38099,35490,WALSH,HPSA
13127,58830,Alamo,ND, 8,38105,35520,WILLIAMS,HPSA
13128,58830,Alamo,ND, 143,38105,35520,WILLIAMS,HPSA
13129,58831,Alexander,ND, 497,38053,35260,MCKENZIE,HPSA
13130,58520,Almont,ND, 260,38059,35290,MORTON,Low Income Area/HPSA
13131,58311,Alsen,ND, 81,38019,35090,CAVALIER,HPSA
13132,58833,Ambrose,ND, 201,38023,35110,DIVIDE,HPSA
13133,58620,Amidon,ND, 512,38087,35430,SLOPE,HPSA
13134,58710,Anamoose,ND, 457,38049,35240,MCHENRY,Low Income Area/HPSA
13135,58212,Aneta,ND, 91,38063,35310,NELSON,HPSA
13136,58212,Aneta,ND, 21,38063,35310,NELSON,HPSA
13137,58212,Aneta,ND, 326,38063,35310,NELSON,HPSA
13138,58711,Antler,ND, 178,38009,35040,BOTTINEAU,HPSA
13139,58711,Antler,ND, 30,38009,35040,BOTTINEAU,HPSA
13140,58835,Arnegard,ND, 180,38053,35260,MCKENZIE,HPSA
13141,58214,Arvilla,ND, 249,38035,35170,GRAND FORKS,HPSA
13142,58413,Ashley,ND," 1,157",38051,35250,MCINTOSH,Low Income Area/HPSA
13143,58712,Balfour,ND, 100,38049,35240,MCHENRY,Low Income Area/HPSA
13144,58313,Balta,ND, 65,38069,35340,PIERCE,Low Income Area/HPSA
13145,58713,Bantry,ND, 235,38049,35240,MCHENRY,Low Income Area/HPSA
13146,58008,Barney,ND, 146,38077,35380,RICHLAND,HPSA
13147,58621,Beach,ND," 1,260",38033,35160,GOLDEN VALLEY,Low Income Area/HPSA
13148,58316,Belcourt,ND," 6,486",38079,35390,ROLETTE,Low Income Area/HPSA
13149,58622,Belfield,ND," 1,402",38089,35440,STARK,Low Income Area/HPSA
13150,58716,Benedict,ND, 139,38055,35270,MCLEAN,HPSA
13151,58415,Berlin,ND, 166,38045,35220,LA MOURE,Low Income Area/HPSA
13152,58718,Berthold,ND, 49,38101,35500,WARD,HPSA
13153,58718,Berthold,ND, 741,38101,35500,WARD,HPSA
13154,58523,Beulah,ND, 80,38057,35280,MERCER,HPSA
13155,58416,Binford,ND, 389,38039,35190,GRIGGS,HPSA
13156,58317,Bisbee,ND, 237,38095,35470,TOWNER,Low Income Area/HPSA
13157,58009,Blanchard,ND, 87,38097,35480,TRAILL,HPSA
13158,58318,Bottineau,ND," 3,707",38009,35040,BOTTINEAU,Low Income Area/HPSA
13159,58721,Bowbells,ND, 509,38013,35060,BURKE,HPSA
13160,58721,Bowbells,ND, 14,38013,35060,BURKE,HPSA
13161,58418,Bowdon,ND, 324,38103,35510,WELLS,Low Income Area/HPSA
13162,58524,Braddock,ND, 132,38029,35140,EMMONS,Low Income Area/HPSA
13163,58321,Brocket,ND, 29,38071,35350,RAMSEY,HPSA
13164,58321,Brocket,ND, 22,38071,35350,RAMSEY,HPSA
13165,58420,Buchanan,ND, 14,38093,35460,STUTSMAN,HPSA
13166,58723,Butte,ND, 212,38083,35410,SHERIDAN,Low Income Area/HPSA
13167,58218,Buxton,ND, 643,38097,35480,TRAILL,HPSA
13168,58219,Caledonia,ND, 111,38097,35480,TRAILL,HPSA
13169,58323,Calvin,ND, 36,38019,35090,CAVALIER,HPSA
13170,58324,Cando,ND," 1,305",38095,35470,TOWNER,Low Income Area/HPSA
13171,58528,Cannon Ball,ND, 719,38085,35420,SIOUX,Low Income Area/HPSA
13172,58725,Carpio,ND, 14,38075,35370,RENVILLE,HPSA
13173,58725,Carpio,ND, 37,38075,35370,RENVILLE,HPSA
13174,58725,Carpio,ND, 225,38075,35370,RENVILLE,HPSA
13175,58421,Carrington,ND," 2,848",38031,35150,FOSTER,Low Income Area/HPSA
13176,58529,Carson,ND, 720,38037,35180,GRANT,Low Income Area/HPSA
13177,58838,Cartwright,ND, 786,38053,35260,MCKENZIE,HPSA
13178,58422,Cathay,ND, 203,38103,35510,WELLS,Low Income Area/HPSA
13179,58013,Cayuga,ND, 130,38081,35400,SARGENT,HPSA
13180,58530,Center,ND," 1,319",38065,35320,OLIVER,HPSA
13181,58423,Chaseley,ND, 77,38103,35510,WELLS,Low Income Area/HPSA
13182,58325,Churchs Ferry,ND, 85,38071,35350,RAMSEY,Low Income Area/HPSA
13183,58424,Cleveland,ND, 219,38093,35460,STUTSMAN,HPSA
13184,58016,Clifford,ND, 118,38097,35480,TRAILL,HPSA
13185,58017,Cogswell,ND, 324,38081,35400,SARGENT,HPSA
13186,58531,Coleharbor,ND, 295,38055,35270,MCLEAN,HPSA
13187,58727,Columbus,ND, 277,38013,35060,BURKE,HPSA
13188,58425,Cooperstown,ND," 1,534",38039,35190,GRIGGS,HPSA
13189,58426,Courtenay,ND, 154,38093,35460,STUTSMAN,HPSA
13190,58327,Crary,ND, 1,38071,35350,RAMSEY,HPSA
13191,58730,Crosby,ND," 1,312",38023,35110,DIVIDE,HPSA
13192,58223,Cummings,ND, 230,38097,35480,TRAILL,HPSA
13193,58224,Dahlen,ND, 45,38063,35310,NELSON,HPSA
13194,58428,Dawson,ND, 267,38043,35210,KIDDER,Low Income Area/HPSA
13195,58429,Dazey,ND, 351,38003,35010,BARNES,HPSA
13196,58731,Deering,ND, 249,38049,35240,MCHENRY,Low Income Area/HPSA
13197,58430,Denhoff,ND, 110,38083,35410,SHERIDAN,Low Income Area/HPSA
13198,58733,Des Lacs,ND, 3,38101,35500,WARD,HPSA
13199,58733,Des Lacs,ND, 5,38101,35500,WARD,HPSA
13200,58301,Devils Lake,ND," 9,867",38071,35350,RAMSEY,Low Income Area/HPSA
13201,58431,Dickey,ND, 147,38045,35220,LA MOURE,Low Income Area/HPSA
13202,58601,Dickinson,ND, 246,38089,35440,STARK,HPSA
13203,58601,Dickinson,ND," 20,693",38089,35440,STARK,HPSA
13204,58625,Dodge,ND, 132,38025,35120,DUNN,Low Income Area/HPSA
13205,58734,Donnybrook,ND, 41,38101,35500,WARD,HPSA
13206,58734,Donnybrook,ND, 186,38101,35500,WARD,HPSA
13207,58735,Douglas,ND, 88,38101,35500,WARD,HPSA
13208,58736,Drake,ND, 474,38049,35240,MCHENRY,Low Income Area/HPSA
13209,58225,Drayton,ND, 102,38067,35330,PEMBINA,HPSA
13210,58532,Driscoll,ND, 20,38015,35070,BURLEIGH,HPSA
13211,58626,Dunn Center,ND, 261,38025,35120,DUNN,Low Income Area/HPSA
13212,58329,Dunseith,ND," 3,328",38079,35390,ROLETTE,Low Income Area/HPSA
13213,58433,Edgeley,ND," 1,165",38045,35220,LA MOURE,Low Income Area/HPSA
13214,58227,Edinburg,ND, 369,38099,35490,WALSH,HPSA
13215,58331,Egeland,ND, 151,38095,35470,TOWNER,Low Income Area/HPSA
13216,58533,Elgin,ND, 949,38037,35180,GRANT,Low Income Area/HPSA
13217,58436,Ellendale,ND," 2,059",38021,35100,DICKEY,Low Income Area/HPSA
13218,58228,Emerado,ND, 62,38035,35170,GRAND FORKS,HPSA
13219,58027,Enderlin,ND," 1,102",38073,35360,RANSOM,HPSA
13220,58843,Epping,ND, 449,38105,35520,WILLIAMS,HPSA
13221,58332,Esmond,ND, 262,38005,35020,BENSON,Low Income Area/HPSA
13222,58229,Fairdale,ND, 101,38099,35490,WALSH,Low Income Area/HPSA
13223,58627,Fairfield,ND, 251,38007,35030,BILLINGS,HPSA
13224,58030,Fairmount,ND, 641,38077,35380,RICHLAND,HPSA
13225,58102,Fargo,ND," 32,368",38017,35080,CASS,Low Income Area
13226,58103,Fargo,ND," 47,590",38017,35080,CASS,Low Income Area
13227,58438,Fessenden,ND, 652,38103,35510,WELLS,Low Income Area/HPSA
13228,58230,Finley,ND," 1,102",38091,35450,STEELE,Low Income Area/HPSA
13229,58535,Flasher,ND, 94,38059,35290,MORTON,HPSA
13230,58535,Flasher,ND, 457,38059,35290,MORTON,HPSA
13231,58737,Flaxton,ND, 132,38013,35060,BURKE,HPSA
13232,58439,Forbes,ND, 181,38021,35100,DICKEY,Low Income Area/HPSA
13233,58231,Fordville,ND, 350,38099,35490,WALSH,HPSA
13234,58233,Forest River,ND, 242,38099,35490,WALSH,HPSA
13235,58032,Forman,ND, 725,38081,35400,SARGENT,HPSA
13236,58033,Fort Ransom,ND, 424,38073,35360,RANSOM,HPSA
13237,58538,Fort Yates,ND," 2,423",38085,35420,SIOUX,Low Income Area/HPSA
13238,58844,Fortuna,ND, 156,38023,35110,DIVIDE,HPSA
13239,58440,Fredonia,ND, 177,38047,35230,LOGAN,Low Income Area/HPSA
13240,58441,Fullerton,ND, 265,38021,35100,DICKEY,Low Income Area/HPSA
13241,58442,Gackle,ND, 491,38047,35230,LOGAN,Low Income Area/HPSA
13242,58035,Galesburg,ND, 1,38097,35480,TRAILL,HPSA
13243,58035,Galesburg,ND, 263,38097,35480,TRAILL,HPSA
13244,58540,Garrison,ND," 2,247",38055,35270,MCLEAN,Low Income Area/HPSA
13245,58630,Gladstone,ND, 61,38089,35440,STARK,HPSA
13246,58630,Gladstone,ND, 296,38089,35440,STARK,HPSA
13247,58630,Gladstone,ND, 156,38089,35440,STARK,HPSA
13248,58631,Glen Ullin,ND," 1,109",38059,35290,MORTON,Low Income Area/HPSA
13249,58740,Glenburn,ND, 8,38075,35370,RENVILLE,HPSA
13250,58443,Glenfield,ND, 250,38031,35150,FOSTER,Low Income Area/HPSA
13251,58632,Golva,ND, 175,38033,35160,GOLDEN VALLEY,Low Income Area/HPSA
13252,58444,Goodrich,ND, 180,38083,35410,SHERIDAN,Low Income Area/HPSA
13253,58445,Grace City,ND, 139,38031,35150,FOSTER,Low Income Area/HPSA
13254,58237,Grafton,ND," 5,592",38099,35490,WALSH,Low Income Area/HPSA
13255,58202,Grand Forks,ND," 1,629",38035,35170,GRAND FORKS,Low Income Area
13256,58203,Grand Forks,ND," 18,347",38035,35170,GRAND FORKS,Low Income Area
13257,58741,Granville,ND, 591,38049,35240,MCHENRY,Low Income Area/HPSA
13258,58634,Grassy Butte,ND, 234,38053,35260,MCKENZIE,HPSA
13259,58845,Grenora,ND, 116,38105,35520,WILLIAMS,HPSA
13260,58845,Grenora,ND, 318,38105,35520,WILLIAMS,HPSA
13261,58040,Gwinner,ND, 914,38081,35400,SARGENT,HPSA
13262,58542,Hague,ND, 258,38029,35140,EMMONS,Low Income Area/HPSA
13263,58636,Halliday,ND, 655,38025,35120,DUNN,Low Income Area/HPSA
13264,58338,Hampden,ND, 24,38071,35350,RAMSEY,HPSA
13265,58041,Hankinson,ND," 1,526",38077,35380,RICHLAND,Low Income Area/HPSA
13266,58448,Hannaford,ND, 332,38039,35190,GRIGGS,HPSA
13267,58239,Hannah,ND, 67,38019,35090,CAVALIER,HPSA
13268,58339,Hansboro,ND, 53,38095,35470,TOWNER,Low Income Area/HPSA
13269,58341,Harvey,ND," 2,570",38103,35510,WELLS,Low Income Area/HPSA
13270,58240,Hatton,ND," 1,023",38097,35480,TRAILL,HPSA
13271,58240,Hatton,ND, 72,38097,35480,TRAILL,HPSA
13272,58043,Havana,ND, 181,38081,35400,SARGENT,HPSA
13273,58544,Hazelton,ND, 436,38029,35140,EMMONS,Low Income Area/HPSA
13274,58545,Hazen,ND, 83,38057,35280,MERCER,HPSA
13275,58638,Hebron,ND, 918,38059,35290,MORTON,Low Income Area/HPSA
13276,58639,Hettinger,ND," 2,009",38001,35000,ADAMS,Low Income Area/HPSA
13277,58045,Hillsboro,ND," 2,362",38097,35480,TRAILL,Low Income Area/HPSA
13278,58243,Hoople,ND, 509,38099,35490,WALSH,HPSA
13279,58046,Hope,ND, 599,38091,35450,STEELE,Low Income Area/HPSA
13280,58451,Hurdsfield,ND, 189,38103,35510,WELLS,Low Income Area/HPSA
13281,58401,Jamestown,ND," 17,163",38093,35460,STUTSMAN,Low Income Area/HPSA
13282,58405,Jamestown,ND, 675,38093,35460,STUTSMAN,Low Income Area
13283,58454,Jud,ND, 334,38045,35220,LA MOURE,Low Income Area/HPSA
13284,58744,Karlsruhe,ND, 174,38049,35240,MCHENRY,Low Income Area/HPSA
13285,58049,Kathryn,ND, 20,38003,35010,BARNES,HPSA
13286,58049,Kathryn,ND, 27,38003,35010,BARNES,HPSA
13287,58847,Keene,ND, 308,38053,35260,MCKENZIE,HPSA
13288,58746,Kenmare,ND, 92,38101,35500,WARD,HPSA
13289,58746,Kenmare,ND," 1,535",38101,35500,WARD,HPSA
13290,58746,Kenmare,ND, 7,38101,35500,WARD,HPSA
13291,58455,Kensal,ND, 8,38093,35460,STUTSMAN,HPSA
13292,58455,Kensal,ND, 47,38093,35460,STUTSMAN,HPSA
13293,58640,Killdeer,ND," 1,677",38025,35120,DUNN,Low Income Area/HPSA
13294,58549,Kintyre,ND, 218,38029,35140,EMMONS,Low Income Area/HPSA
13295,58343,Knox,ND, 47,38005,35020,BENSON,Low Income Area/HPSA
13296,58748,Kramer,ND, 141,38009,35040,BOTTINEAU,Low Income Area/HPSA
13297,58456,Kulm,ND, 516,38045,35220,LA MOURE,Low Income Area/HPSA
13298,58344,Lakota,ND, 951,38063,35310,NELSON,HPSA
13299,58458,Lamoure,ND, 1,38045,35220,LA MOURE,HPSA
13300,58458,Lamoure,ND," 1,362",38045,35220,LA MOURE,HPSA
13301,58249,Langdon,ND," 2,558",38019,35090,CAVALIER,Low Income Area/HPSA
13302,58250,Lankin,ND, 244,38099,35490,WALSH,Low Income Area/HPSA
13303,58750,Lansford,ND, 389,38009,35040,BOTTINEAU,HPSA
13304,58750,Lansford,ND, 106,38009,35040,BOTTINEAU,HPSA
13305,58251,Larimore,ND," 1,725",38035,35170,GRAND FORKS,HPSA
13306,58345,Lawton,ND, 51,38071,35350,RAMSEY,HPSA
13307,58346,Leeds,ND, 653,38005,35020,BENSON,Low Income Area/HPSA
13308,58641,Lefor,ND, 40,38089,35440,STARK,HPSA
13309,58641,Lefor,ND, 42,38089,35440,STARK,HPSA
13310,58460,Lehr,ND, 253,38051,35250,MCINTOSH,Low Income Area/HPSA
13311,58052,Leonard,ND, 18,38017,35080,CASS,HPSA
13312,58053,Lidgerwood,ND," 1,156",38077,35380,RICHLAND,Low Income Area/HPSA
13313,58752,Lignite,ND, 230,38013,35060,BURKE,HPSA
13314,58552,Linton,ND," 1,805",38029,35140,EMMONS,Low Income Area/HPSA
13315,58054,Lisbon,ND," 3,145",38073,35360,RANSOM,HPSA
13316,58461,Litchville,ND, 113,38003,35010,BARNES,HPSA
13317,58056,Luverne,ND, 82,38091,35450,STEELE,HPSA
13318,58056,Luverne,ND, 142,38091,35450,STEELE,HPSA
13319,58348,Maddock,ND, 834,38005,35020,BENSON,Low Income Area/HPSA
13320,58255,Maida,ND, 33,38019,35090,CAVALIER,HPSA
13321,58756,Makoti,ND, 266,38101,35500,WARD,HPSA
13322,58554,Mandan,ND," 1,978",38059,35290,MORTON,HPSA
13323,58757,Mandaree,ND," 1,399",38025,35120,DUNN,Low Income Area/HPSA
13324,58642,Manning,ND, 399,38025,35120,DUNN,Low Income Area/HPSA
13325,58058,Mantador,ND, 146,38077,35380,RICHLAND,Low Income Area/HPSA
13326,58466,Marion,ND, 239,38045,35220,LA MOURE,HPSA
13327,58643,Marmarth,ND, 215,38011,35050,BOWMAN,HPSA
13328,58758,Martin,ND, 213,38083,35410,SHERIDAN,Low Income Area/HPSA
13329,58759,Max,ND, 519,38101,35500,WARD,HPSA
13330,58760,Maxbass,ND, 20,38009,35040,BOTTINEAU,HPSA
13331,58760,Maxbass,ND, 234,38009,35040,BOTTINEAU,HPSA
13332,58257,Mayville,ND," 2,105",38097,35480,TRAILL,HPSA
13333,58463,McClusky,ND, 660,38083,35410,SHERIDAN,Low Income Area/HPSA
13334,58755,McGregor,ND, 2,38105,35520,WILLIAMS,HPSA
13335,58755,McGregor,ND, 84,38105,35520,WILLIAMS,HPSA
13336,58464,McHenry,ND, 217,38031,35150,FOSTER,Low Income Area/HPSA
13337,58057,McLeod,ND, 66,38077,35380,RICHLAND,HPSA
13338,58254,McVille,ND, 584,38063,35310,NELSON,HPSA
13339,58467,Medina,ND, 15,38093,35460,STUTSMAN,HPSA
13340,58467,Medina,ND, 552,38093,35460,STUTSMAN,HPSA
13341,58645,Medora,ND, 259,38007,35030,BILLINGS,HPSA
13342,58645,Medora,ND, 5,38007,35030,BILLINGS,HPSA
13343,58559,Mercer,ND, 209,38055,35270,MCLEAN,HPSA
13344,58559,Mercer,ND, 3,38055,35270,MCLEAN,HPSA
13345,58259,Michigan,ND, 409,38063,35310,NELSON,HPSA
13346,58060,Milnor,ND, 284,38081,35400,SARGENT,HPSA
13347,58060,Milnor,ND," 1,034",38081,35400,SARGENT,HPSA
13348,58260,Milton,ND, 123,38019,35090,CAVALIER,HPSA
13349,58351,Minnewaukan,ND, 415,38005,35020,BENSON,Low Income Area/HPSA
13350,58701,Minot,ND," 28,286",38101,35500,WARD,Low Income Area
13351,58704,Minot AFB,ND," 5,279",38101,35500,WARD,Low Income Area
13352,58705,Minot AFB,ND, 243,38101,35500,WARD,Low Income Area
13353,58261,Minto,ND," 1,081",38099,35490,WALSH,HPSA
13354,58560,Moffit,ND, 33,38015,35070,BURLEIGH,HPSA
13355,58761,Mohall,ND," 1,141",38075,35370,RENVILLE,HPSA
13356,58761,Mohall,ND, 18,38075,35370,RENVILLE,HPSA
13357,58472,Montpelier,ND, 446,38093,35460,STUTSMAN,Low Income Area/HPSA
13358,58061,Mooreton,ND, 72,38077,35380,RICHLAND,HPSA
13359,58646,Mott,ND," 1,264",38041,35200,HETTINGER,Low Income Area/HPSA
13360,58352,Munich,ND, 396,38019,35090,CAVALIER,HPSA
13361,58352,Munich,ND, 12,38019,35090,CAVALIER,HPSA
13362,58353,Mylo,ND, 223,38079,35390,ROLETTE,Low Income Area/HPSA
13363,58561,Napoleon,ND," 1,064",38047,35230,LOGAN,Low Income Area/HPSA
13364,58647,New England,ND," 1,029",38041,35200,HETTINGER,Low Income Area/HPSA
13365,58562,New Leipzig,ND, 444,38037,35180,GRANT,Low Income Area/HPSA
13366,58356,New Rockford,ND," 1,748",38027,35130,EDDY,Low Income Area/HPSA
13367,58563,New Salem,ND," 1,972",38059,35290,MORTON,Low Income Area/HPSA
13368,58763,New Town,ND," 2,675",38061,35300,MOUNTRAIL,Low Income Area/HPSA
13369,58762,Newburg,ND, 4,38009,35040,BOTTINEAU,HPSA
13370,58762,Newburg,ND, 219,38009,35040,BOTTINEAU,HPSA
13371,58266,Niagara,ND, 19,38035,35170,GRAND FORKS,HPSA
13372,58266,Niagara,ND, 22,38035,35170,GRAND FORKS,HPSA
13373,58062,Nome,ND, 37,38003,35010,BARNES,HPSA
13374,58765,Noonan,ND, 230,38023,35110,DIVIDE,HPSA
13375,58267,Northwood,ND," 1,383",38035,35170,GRAND FORKS,HPSA
13376,58768,Norwich,ND, 158,38049,35240,MCHENRY,HPSA
13377,58474,Oakes,ND," 2,628",38021,35100,DICKEY,Low Income Area/HPSA
13378,58357,Oberon,ND, 689,38005,35020,BENSON,Low Income Area/HPSA
13379,58063,Oriska,ND, 33,38003,35010,BARNES,HPSA
13380,58269,Osnabrock,ND, 416,38019,35090,CAVALIER,HPSA
13381,58064,Page,ND, 30,38017,35080,CASS,HPSA
13382,58769,Palermo,ND, 43,38061,35300,MOUNTRAIL,HPSA
13383,58769,Palermo,ND, 176,38061,35300,MOUNTRAIL,HPSA
13384,58270,Park River,ND," 1,908",38099,35490,WALSH,HPSA
13385,58770,Parshall,ND," 1,206",38061,35300,MOUNTRAIL,Low Income Area/HPSA
13386,58361,Pekin,ND, 174,38063,35310,NELSON,HPSA
13387,58363,Perth,ND, 74,38095,35470,TOWNER,Low Income Area/HPSA
13388,58272,Petersburg,ND, 306,38063,35310,NELSON,HPSA
13389,58475,Pettibone,ND, 142,38043,35210,KIDDER,Low Income Area/HPSA
13390,58476,Pingree,ND, 28,38093,35460,STUTSMAN,HPSA
13391,58273,Pisek,ND, 231,38099,35490,WALSH,HPSA
13392,58771,Plaza,ND, 364,38061,35300,MOUNTRAIL,HPSA
13393,58771,Plaza,ND, 57,38061,35300,MOUNTRAIL,HPSA
13394,58772,Portal,ND, 158,38013,35060,BURKE,HPSA
13395,58274,Portland,ND, 884,38097,35480,TRAILL,HPSA
13396,58773,Powers Lake,ND, 568,38013,35060,BURKE,HPSA
13397,58773,Powers Lake,ND, 62,38013,35060,BURKE,HPSA
13398,58564,Raleigh,ND, 50,38037,35180,GRANT,Low Income Area/HPSA
13399,58849,Ray,ND, 842,38105,35520,WILLIAMS,HPSA
13400,58649,Reeder,ND, 298,38001,35000,ADAMS,Low Income Area/HPSA
13401,58650,Regent,ND, 257,38041,35200,HETTINGER,Low Income Area/HPSA
13402,58275,Reynolds,ND, 874,38035,35170,GRAND FORKS,HPSA
13403,58652,Richardton,ND, 79,38089,35440,STARK,HPSA
13404,58652,Richardton,ND, 938,38089,35440,STARK,HPSA
13405,58565,Riverdale,ND, 205,38055,35270,MCLEAN,HPSA
13406,58478,Robinson,ND, 189,38043,35210,KIDDER,Low Income Area/HPSA
13407,58365,Rocklake,ND, 251,38095,35470,TOWNER,Low Income Area/HPSA
13408,58479,Rogers,ND, 181,38003,35010,BARNES,HPSA
13409,58366,Rolette,ND, 954,38079,35390,ROLETTE,Low Income Area/HPSA
13410,58367,Rolla,ND," 1,629",38079,35390,ROLETTE,Low Income Area/HPSA
13411,58775,Roseglen,ND, 565,38055,35270,MCLEAN,Low Income Area/HPSA
13412,58776,Ross,ND, 264,38061,35300,MOUNTRAIL,HPSA
13413,58368,Rugby,ND," 3,824",38069,35340,PIERCE,Low Income Area/HPSA
13414,58778,Ruso,ND, 125,38055,35270,MCLEAN,Low Income Area/HPSA
13415,58067,Rutland,ND, 232,38081,35400,SARGENT,HPSA
13416,58779,Ryder,ND, 173,38101,35500,WARD,HPSA
13417,58779,Ryder,ND, 166,38101,35500,WARD,HPSA
13418,58566,Saint Anthony,ND, 214,38059,35290,MORTON,HPSA
13419,58369,Saint John,ND," 1,384",38079,35390,ROLETTE,Low Income Area/HPSA
13420,58370,Saint Michael,ND," 3,102",38005,35020,BENSON,Low Income Area/HPSA
13421,58372,Sarles,ND, 64,38095,35470,TOWNER,HPSA
13422,58372,Sarles,ND, 29,38095,35470,TOWNER,HPSA
13423,58568,Selfridge,ND, 447,38085,35420,SIOUX,Low Income Area/HPSA
13424,58654,Sentinel Butte,ND, 240,38033,35160,GOLDEN VALLEY,Low Income Area/HPSA
13425,58277,Sharon,ND, 144,38091,35450,STEELE,Low Income Area/HPSA
13426,58068,Sheldon,ND, 315,38073,35360,RANSOM,Low Income Area/HPSA
13427,58782,Sherwood,ND, 335,38075,35370,RENVILLE,HPSA
13428,58782,Sherwood,ND, 49,38075,35370,RENVILLE,HPSA
13429,58374,Sheyenne,ND, 663,38027,35130,EDDY,Low Income Area/HPSA
13430,58569,Shields,ND, 77,38037,35180,GRANT,Low Income Area/HPSA
13431,58570,Solen,ND, 777,38059,35290,MORTON,Low Income Area/HPSA
13432,58783,Souris,ND, 372,38009,35040,BOTTINEAU,Low Income Area/HPSA
13433,58655,South Heart,ND, 489,38089,35440,STARK,Low Income Area/HPSA
13434,58784,Stanley,ND, 146,38061,35300,MOUNTRAIL,HPSA
13435,58784,Stanley,ND," 2,342",38061,35300,MOUNTRAIL,HPSA
