ZIP,City/Location Name,STATE,2010 Census Population,FIPS Code,StCtyCode,County Name,Zip Code Designation
13753,Delhi,NY,"* 5,739",36025,33220,DELAWARE,Low Income Area/HPSA
12421,Denver,NY,* 257,36025,33220,DELAWARE,HPSA
13754,Deposit,NY,"* 3,370",36007,33030,BROOME,Low Income Area/HPSA
14728,Dewittville,NY,"* 1,208",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
13634,Dexter,NY,"* 4,114",36045,33330,JEFFERSON,HPSA
13634,Dexter,NY,* 36,36045,33330,JEFFERSON,HPSA
12930,Dickinson Center,NY,* 602,36033,33270,FRANKLIN,Low Income Area/HPSA
13329,Dolgeville,NY,"* 4,100",36043,33320,HERKIMER,Low Income Area/HPSA
13755,Downsville,NY,"* 1,111",36025,33220,DELAWARE,HPSA
13755,Downsville,NY,* 19,36025,33220,DELAWARE,HPSA
14441,Dresden,NY,* 307,36123,33910,YATES,Low Income Area
13053,Dryden,NY,* 647,36109,33730,TOMPKINS,HPSA
13053,Dryden,NY,"* 4,663",36109,33730,TOMPKINS,HPSA
14837,Dundee,NY,"* 5,548",36123,33910,YATES,Low Income Area/HPSA
14048,Dunkirk,NY,"* 15,195",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
12422,Durham,NY,* 210,36039,33300,GREENE,Low Income Area/HPSA
13054,Durhamville,NY,"* 1,645",36065,33510,ONEIDA,Low Income Area/HPSA
13331,Eagle Bay,NY,* 702,36043,33320,HERKIMER,Low Income Area/HPSA
12057,Eagle Bridge,NY,"* 2,073",36083,33600,RENSSELAER,Low Income Area
12058,Earlton,NY,"* 1,510",36039,33300,GREENE,HPSA
13332,Earlville,NY,"* 2,716",36017,33080,CHENANGO,Low Income Area/HPSA
14054,East Bethany,NY,* 47,36037,33290,GENESEE,HPSA
14054,East Bethany,NY,"* 1,450",36037,33290,GENESEE,HPSA
13756,East Branch,NY,* 677,36025,33220,DELAWARE,Low Income Area/HPSA
12060,East Chatham,NY,"* 1,436",36021,33200,COLUMBIA,HPSA
12423,East Durham,NY,"* 1,128",36039,33300,GREENE,Low Income Area/HPSA
11369,East Elmhurst,NY,"* 38,116",36081,33590,QUEENS,Low Income Area/HPSA
11370,East Elmhurst,NY,"* 29,425",36081,33590,QUEENS,Low Income Area/HPSA
12424,East Jewett,NY,* 241,36039,33300,GREENE,Low Income Area/HPSA
13757,East Meredith,NY,"* 1,324",36025,33220,DELAWARE,Low Income Area/HPSA
12062,East Nassau,NY,* 290,36083,33600,RENSSELAER,HPSA
14729,East Otto,NY,* 911,36009,33040,CATTARAUGUS,Low Income Area/HPSA
13333,East Springfield,NY,* 118,36077,33570,OTSEGO,HPSA
12064,East Worcester,NY,* 448,36077,33570,OTSEGO,Low Income Area/HPSA
13334,Eaton,NY,"* 1,495",36053,33360,MADISON,Low Income Area/HPSA
13335,Edmeston,NY,"* 1,635",36077,33570,OTSEGO,Low Income Area/HPSA
13635,Edwards,NY,"* 1,111",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
14058,Elba,NY,"* 2,299",36037,33290,GENESEE,Low Income Area/HPSA
12732,Eldred,NY,* 793,36105,33710,SULLIVAN,Low Income Area/HPSA
12932,Elizabethtown,NY,"* 1,430",36031,33260,ESSEX,Low Income Area/HPSA
12523,Elizaville,NY,"* 2,167",36021,33200,COLUMBIA,HPSA
12427,Elka Park,NY,* 811,36039,33300,GREENE,Low Income Area/HPSA
12934,Ellenburg Center,NY,"* 1,324",36019,33090,CLINTON,Low Income Area/HPSA
12935,Ellenburg Depot,NY,"* 1,443",36019,33090,CLINTON,Low Income Area/HPSA
12428,Ellenville,NY,"* 7,736",36111,33740,ULSTER,Low Income Area/HPSA
14731,Ellicottville,NY,"* 1,554",36009,33040,CATTARAUGUS,HPSA
13636,Ellisburg,NY,* 286,36045,33330,JEFFERSON,Low Income Area
11373,Elmhurst,NY,"* 101,323",36081,33590,QUEENS,Low Income Area/HPSA
14901,Elmira,NY,"* 15,301",36015,33070,CHEMUNG,Low Income Area
14903,Elmira,NY,"* 9,460",36015,33070,CHEMUNG,Low Income Area
14904,Elmira,NY,"* 16,129",36015,33070,CHEMUNG,Low Income Area
13760,Endicott,NY,"* 40,915",36007,33030,BROOME,HPSA
13760,Endicott,NY,"* 3,600",36007,33030,BROOME,HPSA
13061,Erieville,NY,"* 1,114",36053,33360,MADISON,Low Income Area/HPSA
14838,Erin,NY,"* 1,887",36015,33070,CHEMUNG,Low Income Area/HPSA
12066,Esperance,NY,"* 1,137",36057,33380,MONTGOMERY,HPSA
12066,Esperance,NY,* 555,36057,33380,MONTGOMERY,HPSA
12936,Essex,NY,* 556,36031,33260,ESSEX,Low Income Area/HPSA
13637,Evans Mills,NY,"* 4,833",36045,33330,JEFFERSON,Low Income Area/HPSA
14733,Falconer,NY,"* 3,778",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
12733,Fallsburg,NY,"* 1,507",36105,33710,SULLIVAN,Low Income Area/HPSA
11691,Far Rockaway,NY,"* 60,248",36081,33590,QUEENS,Low Income Area/HPSA
11693,Far Rockaway,NY,"* 9,861",36081,33590,QUEENS,HPSA
14060,Farmersville Station,NY,* 451,36003,33010,ALLEGANY,Low Income Area
13638,Felts Mills,NY,* 301,36045,33330,JEFFERSON,HPSA
12734,Ferndale,NY,"* 1,366",36105,33710,SULLIVAN,Low Income Area/HPSA
14735,Fillmore,NY,"* 2,795",36003,33010,ALLEGANY,Low Income Area/HPSA
14736,Findley Lake,NY,* 273,36013,33060,CHAUTAUQUA,Low Income Area/HPSA
13639,Fine,NY,* 252,36089,33630,ST. LAWRENCE,Low Income Area/HPSA
12430,Fleischmanns,NY,"* 1,394",36039,33300,GREENE,Low Income Area/HPSA
11367,Flushing,NY,"* 41,773",36081,33590,QUEENS,Low Income Area/HPSA
11354,Flushing,NY,"* 58,335",36081,33590,QUEENS,Low Income Area
11355,Flushing,NY,"* 82,809",36081,33590,QUEENS,Low Income Area
13337,Fly Creek,NY,* 750,36077,33570,OTSEGO,HPSA
12068,Fonda,NY,"* 3,558",36057,33380,MONTGOMERY,Low Income Area/HPSA
12777,Forestburgh,NY,* 664,36105,33710,SULLIVAN,Low Income Area
13338,Forestport,NY,"* 1,262",36065,33510,ONEIDA,Low Income Area/HPSA
14062,Forestville,NY,"* 3,173",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
12827,Fort Ann,NY,"* 3,846",36115,33760,WASHINGTON,Low Income Area
12937,Fort Covington,NY,"* 1,590",36033,33270,FRANKLIN,Low Income Area/HPSA
13602,Fort Drum,NY,"* 6,008",36045,33330,JEFFERSON,Low Income Area/HPSA
12070,Fort Johnson,NY,* 471,36057,33380,MONTGOMERY,HPSA
12070,Fort Johnson,NY,"* 1,122",36057,33380,MONTGOMERY,HPSA
13339,Fort Plain,NY,"* 6,725",36057,33380,MONTGOMERY,Low Income Area/HPSA
13340,Frankfort,NY,"* 8,445",36043,33320,HERKIMER,Low Income Area/HPSA
13775,Franklin,NY,"* 1,644",36025,33220,DELAWARE,Low Income Area/HPSA
14737,Franklinville,NY,"* 4,204",36009,33040,CATTARAUGUS,Low Income Area/HPSA
14063,Fredonia,NY,"* 14,930",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
14065,Freedom,NY,"* 1,846",36009,33040,CATTARAUGUS,Low Income Area
12431,Freehold,NY,"* 1,440",36039,33300,GREENE,Low Income Area/HPSA
13068,Freeville,NY,"* 5,630",36109,33730,TOMPKINS,HPSA
12736,Fremont Center,NY,* 183,36105,33710,SULLIVAN,HPSA
14738,Frewsburg,NY,* 292,36013,33060,CHAUTAUQUA,HPSA
14738,Frewsburg,NY,"* 3,441",36013,33060,CHAUTAUQUA,HPSA
14739,Friendship,NY,"* 2,988",36003,33010,ALLEGANY,Low Income Area
13069,Fulton,NY,"* 25,429",36075,33560,OSWEGO,Low Income Area/HPSA
12071,Fultonham,NY,* 222,36095,33660,SCHOHARIE,HPSA
12072,Fultonville,NY,"* 2,858",36057,33380,MONTGOMERY,HPSA
14066,Gainesville,NY,"* 1,564",36121,33900,WYOMING,Low Income Area/HPSA
13342,Garrattsville,NY,* 131,36077,33570,OTSEGO,Low Income Area/HPSA
14067,Gasport,NY,"* 2,171",36063,33500,NIAGARA,HPSA
14454,Geneseo,NY,"* 11,315",36051,33350,LIVINGSTON,Low Income Area/HPSA
14456,Geneva,NY,"* 20,014",36069,33530,ONTARIO,Low Income Area
13071,Genoa,NY,* 955,36011,33050,CAYUGA,HPSA
13072,Georgetown,NY,"* 1,048",36053,33360,MADISON,Low Income Area/HPSA
12526,Germantown,NY,"* 3,676",36021,33200,COLUMBIA,HPSA
14740,Gerry,NY,"* 1,471",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
12075,Ghent,NY,"* 3,396",36021,33200,COLUMBIA,HPSA
12076,Gilboa,NY,"* 1,491",36095,33660,SCHOHARIE,HPSA
13777,Glen Aubrey,NY,* 411,36007,33030,BROOME,Low Income Area/HPSA
12737,Glen Spey,NY,"* 1,917",36105,33710,SULLIVAN,Low Income Area
12738,Glen Wild,NY,* 225,36105,33710,SULLIVAN,Low Income Area/HPSA
13343,Glenfield,NY,"* 1,900",36049,33340,LEWIS,Low Income Area/HPSA
12801,Glens Falls,NY,"* 14,620",36113,33750,WARREN,Low Income Area
12078,Gloversville,NY,"* 24,051",36035,33280,FULTON,Low Income Area/HPSA
13642,Gouverneur,NY,"* 9,964",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
14070,Gowanda,NY,"* 7,641",36009,33040,CATTARAUGUS,Low Income Area/HPSA
12740,Grahamsville,NY,"* 1,668",36105,33710,SULLIVAN,HPSA
12740,Grahamsville,NY,* 67,36105,33710,SULLIVAN,HPSA
12832,Granville,NY,"* 7,011",36115,33760,WASHINGTON,Low Income Area
14741,Great Valley,NY,"* 1,872",36009,33040,CATTARAUGUS,Low Income Area/HPSA
13778,Greene,NY,"* 5,505",36017,33080,CHENANGO,HPSA
13778,Greene,NY,* 42,36017,33080,CHENANGO,HPSA
12435,Greenfield Park,NY,* 339,36111,33740,ULSTER,Low Income Area/HPSA
11944,Greenport,NY,"* 4,299",36103,33700,SUFFOLK,Low Income Area
12083,Greenville,NY,"* 3,803",36039,33300,GREENE,Low Income Area/HPSA
14839,Greenwood,NY,* 788,36101,33690,STEUBEN,Low Income Area/HPSA
13345,Greig,NY,* 381,36049,33340,LEWIS,Low Income Area/HPSA
13073,Groton,NY,* 59,36109,33730,TOMPKINS,HPSA
13073,Groton,NY,"* 6,079",36109,33730,TOMPKINS,HPSA
14462,Groveland,NY,* 606,36051,33350,LIVINGSTON,HPSA
13780,Guilford,NY,* 886,36017,33080,CHENANGO,Low Income Area/HPSA
12086,Hagaman,NY,* 392,36057,33380,MONTGOMERY,HPSA
12086,Hagaman,NY,* 641,36057,33380,MONTGOMERY,HPSA
12836,Hague,NY,* 701,36113,33750,WARREN,HPSA
13782,Hamden,NY,* 890,36025,33220,DELAWARE,Low Income Area/HPSA
13346,Hamilton,NY,"* 6,682",36053,33360,MADISON,Low Income Area/HPSA
14464,Hamlin,NY,"* 7,478",36055,33370,MONROE,HPSA
13646,Hammond,NY,"* 2,474",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
14840,Hammondsport,NY,"* 3,027",36101,33690,STEUBEN,Low Income Area/HPSA
12837,Hampton,NY,* 804,36115,33760,WASHINGTON,Low Income Area
13783,Hancock,NY,"* 2,521",36025,33220,DELAWARE,Low Income Area/HPSA
12741,Hankins,NY,* 266,36105,33710,SULLIVAN,HPSA
12087,Hannacroix,NY,"* 1,301",36039,33300,GREENE,HPSA
13074,Hannibal,NY,"* 4,791",36075,33560,OSWEGO,Low Income Area/HPSA
13786,Harpersfield,NY,* 181,36025,33220,DELAWARE,Low Income Area/HPSA
13787,Harpursville,NY,"* 3,592",36007,33030,BROOME,Low Income Area/HPSA
12742,Harris,NY,* 203,36105,33710,SULLIVAN,Low Income Area/HPSA
13648,Harrisville,NY,"* 2,363",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
13348,Hartwick,NY,"* 1,561",36077,33570,OTSEGO,Low Income Area/HPSA
13076,Hastings,NY,"* 2,146",36075,33560,OSWEGO,HPSA
10927,Haverstraw,NY,"* 11,912",36087,33620,ROCKLAND,Low Income Area
14841,Hector,NY,* 844,36097,33670,SCHUYLER,Low Income Area/HPSA
14466,Hemlock,NY,* 849,36069,33530,ONTARIO,HPSA
11550,Hempstead,NY,"* 56,668",36059,33400,NASSAU,Low Income Area
13650,Henderson,NY,"* 1,347",36045,33330,JEFFERSON,Low Income Area
12439,Hensonville,NY,* 352,36039,33300,GREENE,Low Income Area/HPSA
13350,Herkimer,NY,"* 10,393",36043,33320,HERKIMER,Low Income Area/HPSA
13652,Hermon,NY,"* 2,021",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
13654,Heuvelton,NY,"* 2,432",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
12440,High Falls,NY,* 472,36111,33740,ULSTER,HPSA
12743,Highland Lake,NY,* 274,36105,33710,SULLIVAN,Low Income Area/HPSA
12529,Hillsdale,NY,"* 2,900",36021,33200,COLUMBIA,HPSA
14468,Hilton,NY,"* 14,292",36055,33370,MONROE,HPSA
14468,Hilton,NY,"* 3,687",36055,33370,MONROE,HPSA
14842,Himrod,NY,* 938,36123,33910,YATES,Low Income Area
14743,Hinsdale,NY,"* 1,854",36009,33040,CATTARAUGUS,Low Income Area/HPSA
13788,Hobart,NY,* 781,36025,33220,DELAWARE,Low Income Area/HPSA
13353,Hoffmeister,NY,* 86,36041,33310,HAMILTON,HPSA
13655,Hogansburg,NY,"* 3,378",36033,33270,FRANKLIN,Low Income Area/HPSA
13354,Holland Patent,NY,* 843,36065,33510,ONEIDA,HPSA
14470,Holley,NY,* 84,36073,33550,ORLEANS,HPSA
14470,Holley,NY,"* 7,918",36073,33550,ORLEANS,HPSA
13077,Homer,NY,"* 6,636",36023,33210,CORTLAND,HPSA
14471,Honeoye,NY,"* 2,694",36069,33530,ONTARIO,Low Income Area
14472,Honeoye Falls,NY,* 390,36055,33370,MONROE,HPSA
12090,Hoosick Falls,NY,"* 6,161",36083,33600,RENSSELAER,Low Income Area
14843,Hornell,NY,"* 13,032",36101,33690,STEUBEN,Low Income Area
12745,Hortonville,NY,* 96,36105,33710,SULLIVAN,Low Income Area/HPSA
14744,Houghton,NY,"* 2,179",36003,33010,ALLEGANY,Low Income Area
12092,Howes Cave,NY,"* 1,246",36095,33660,SCHOHARIE,Low Income Area/HPSA
13355,Hubbardsville,NY,* 814,36053,33360,MADISON,Low Income Area/HPSA
12534,Hudson,NY,"* 19,462",36021,33200,COLUMBIA,Low Income Area/HPSA
12839,Hudson Falls,NY,"* 13,452",36115,33760,WASHINGTON,Low Income Area
12746,Huguenot,NY,"* 1,136",36071,33540,ORANGE,Low Income Area
14846,Hunt,NY,* 828,36051,33350,LIVINGSTON,Low Income Area/HPSA
12442,Hunter,NY,* 520,36039,33300,GREENE,Low Income Area/HPSA
12747,Hurleyville,NY,"* 3,401",36105,33710,SULLIVAN,Low Income Area/HPSA
13357,Ilion,NY,"* 10,991",36043,33320,HERKIMER,Low Income Area/HPSA
12842,Indian Lake,NY,"* 1,159",36041,33310,HAMILTON,HPSA
14847,Interlaken,NY,"* 2,279",36099,33680,SENECA,Low Income Area
11096,Inwood,NY,"* 8,344",36059,33400,NASSAU,Low Income Area
14081,Irving,NY,"* 1,010",36029,33240,ERIE,HPSA
14850,Ithaca,NY,"* 66,791",36109,33730,TOMPKINS,Low Income Area/HPSA
11372,Jackson Heights,NY,"* 66,636",36081,33590,QUEENS,Low Income Area/HPSA
11432,Jamaica,NY,"* 60,080",36081,33590,QUEENS,Low Income Area
11433,Jamaica,NY,"* 33,667",36081,33590,QUEENS,Low Income Area
11435,Jamaica,NY,"* 53,404",36081,33590,QUEENS,Low Income Area
14701,Jamestown,NY,"* 41,632",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
14855,Jasper,NY,"* 1,014",36101,33690,STEUBEN,Low Income Area/HPSA
14082,Java Center,NY,* 377,36121,33900,WYOMING,HPSA
14083,Java Village,NY,* 127,36121,33900,WYOMING,HPSA
12941,Jay,NY,"* 1,373",36031,33260,ESSEX,HPSA
12093,Jefferson,NY,"* 1,321",36095,33660,SCHOHARIE,HPSA
12093,Jefferson,NY,* 468,36095,33660,SCHOHARIE,HPSA
12748,Jeffersonville,NY,"* 1,695",36105,33710,SULLIVAN,HPSA
12748,Jeffersonville,NY,* 344,36105,33710,SULLIVAN,HPSA
12444,Jewett,NY,* 409,36039,33300,GREENE,Low Income Area/HPSA
12843,Johnsburg,NY,"* 1,229",36113,33750,WARREN,Low Income Area/HPSA
13790,Johnson City,NY,"* 19,129",36007,33030,BROOME,Low Income Area/HPSA
12095,Johnstown,NY,"* 12,667",36035,33280,FULTON,Low Income Area/HPSA
13080,Jordan,NY,* 301,36067,33520,ONONDAGA,HPSA
13361,Jordanville,NY,* 698,36043,33320,HERKIMER,Low Income Area/HPSA
12942,Keene,NY,* 646,36031,33260,ESSEX,Low Income Area/HPSA
12943,Keene Valley,NY,* 459,36031,33260,ESSEX,Low Income Area/HPSA
12911,Keeseville,NY,* 81,36019,33090,CLINTON,Low Income Area/HPSA
12924,Keeseville,NY,* 172,36019,33090,CLINTON,Low Income Area/HPSA
12944,Keeseville,NY,"* 4,358",36019,33090,CLINTON,Low Income Area/HPSA
14476,Kendall,NY,* 39,36073,33550,ORLEANS,HPSA
14476,Kendall,NY,"* 2,224",36073,33550,ORLEANS,HPSA
14747,Kennedy,NY,"* 2,354",36013,33060,CHAUTAUQUA,Low Income Area/HPSA
12750,Kenoza Lake,NY,* 32,36105,33710,SULLIVAN,Low Income Area/HPSA
14477,Kent,NY,"* 1,967",36073,33550,ORLEANS,HPSA
12446,Kerhonkson,NY,"* 5,942",36111,33740,ULSTER,HPSA
14478,Keuka Park,NY,"* 1,451",36123,33910,YATES,Low Income Area
12751,Kiamesha Lake,NY,* 385,36105,33710,SULLIVAN,Low Income Area/HPSA
14748,Kill Buck,NY,* 666,36009,33040,CATTARAUGUS,Low Income Area/HPSA
12106,Kinderhook,NY,"* 2,521",36021,33200,COLUMBIA,HPSA
13081,King Ferry,NY,"* 1,138",36011,33050,CAYUGA,HPSA
12401,Kingston,NY,"* 35,131",36111,33740,ULSTER,Low Income Area
13795,Kirkwood,NY,* 308,36007,33030,BROOME,HPSA
13795,Kirkwood,NY,"* 3,487",36007,33030,BROOME,HPSA
13656,La Fargeville,NY,"* 2,735",36045,33330,JEFFERSON,Low Income Area/HPSA
13083,Lacona,NY,"* 1,994",36075,33560,OSWEGO,Low Income Area/HPSA
12945,Lake Clear,NY,* 567,36033,33270,FRANKLIN,Low Income Area/HPSA
12845,Lake George,NY,* 132,36113,33750,WARREN,HPSA
12752,Lake Huntington,NY,* 185,36105,33710,SULLIVAN,Low Income Area/HPSA
12946,Lake Placid,NY,"* 6,706",36031,33260,ESSEX,Low Income Area/HPSA
12108,Lake Pleasant,NY,* 457,36041,33310,HAMILTON,HPSA
14480,Lakeville,NY,* 495,36051,33350,LIVINGSTON,HPSA
14750,Lakewood,NY,"* 4,308",36013,33060,CHAUTAUQUA,HPSA
12450,Lanesville,NY,* 657,36039,33300,GREENE,Low Income Area/HPSA
14882,Lansing,NY,* 29,36109,33730,TOMPKINS,HPSA
14882,Lansing,NY,"* 3,914",36109,33730,TOMPKINS,HPSA
13796,Laurens,NY,"* 1,307",36077,33570,OTSEGO,Low Income Area/HPSA
11559,Lawrence,NY,* 166,36059,33400,NASSAU,HPSA
14482,Le Roy,NY,* 270,36037,33290,GENESEE,HPSA
14482,Le Roy,NY,"* 8,323",36037,33290,GENESEE,HPSA
13363,Lee Center,NY,"* 2,039",36065,33510,ONEIDA,Low Income Area/HPSA
12451,Leeds,NY,"* 1,559",36039,33300,GREENE,HPSA
14481,Leicester,NY,"* 1,778",36051,33350,LIVINGSTON,HPSA
14481,Leicester,NY,* 13,36051,33350,LIVINGSTON,HPSA
12950,Lewis,NY,* 707,36031,33260,ESSEX,Low Income Area/HPSA
12754,Liberty,NY,"* 6,857",36105,33710,SULLIVAN,Low Income Area/HPSA
14485,Lima,NY,"* 3,963",36051,33350,LIVINGSTON,HPSA
14753,Limestone,NY,"* 1,287",36009,33040,CATTARAUGUS,Low Income Area/HPSA
14858,Lindley,NY,* 140,36101,33690,STEUBEN,HPSA
14486,Linwood,NY,* 285,36037,33290,GENESEE,Low Income Area/HPSA
13658,Lisbon,NY,"* 2,534",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
13797,Lisle,NY,"* 2,686",36007,33030,BROOME,Low Income Area/HPSA
13365,Little Falls,NY,"* 8,950",36043,33320,HERKIMER,Low Income Area/HPSA
14754,Little Genesee,NY,"* 1,056",36003,33010,ALLEGANY,Low Income Area
14755,Little Valley,NY,"* 2,858",36009,33040,CATTARAUGUS,Low Income Area/HPSA
12758,Livingston Manor,NY,"* 4,694",36105,33710,SULLIVAN,Low Income Area/HPSA
14487,Livonia,NY,"* 5,864",36051,33350,LIVINGSTON,HPSA
12759,Loch Sheldrake,NY,* 701,36105,33710,SULLIVAN,Low Income Area/HPSA
13092,Locke,NY,"* 2,841",36011,33050,CAYUGA,Low Income Area/HPSA
14094,Lockport,NY,"* 1,425",36063,33500,NIAGARA,HPSA
14859,Lockwood,NY,"* 1,077",36107,33720,TIOGA,Low Income Area/HPSA
14860,Lodi,NY,"* 1,048",36099,33680,SENECA,Low Income Area
12760,Long Eddy,NY,* 221,36025,33220,DELAWARE,HPSA
12760,Long Eddy,NY,* 341,36025,33220,DELAWARE,HPSA
11101,Long Island City,NY,"* 28,180",36081,33590,QUEENS,Low Income Area
12847,Long Lake,NY,* 711,36041,33310,HAMILTON,HPSA
13659,Lorraine,NY,* 490,36045,33330,JEFFERSON,Low Income Area
14861,Lowman,NY,"* 1,274",36015,33070,CHEMUNG,Low Income Area
13367,Lowville,NY,"* 8,893",36049,33340,LEWIS,Low Income Area/HPSA
14098,Lyndonville,NY,"* 3,089",36073,33550,ORLEANS,Low Income Area/HPSA
12952,Lyon Mountain,NY,* 435,36019,33090,CLINTON,Low Income Area/HPSA
12955,Lyon Mountain,NY,* 304,36019,33090,CLINTON,Low Income Area/HPSA
14489,Lyons,NY,"* 7,400",36117,33770,WAYNE,Low Income Area
13368,Lyons Falls,NY,"* 1,017",36049,33340,LEWIS,Low Income Area/HPSA
14101,Machias,NY,"* 1,888",36009,33040,CATTARAUGUS,Low Income Area/HPSA
13402,Madison,NY,"* 1,562",36053,33360,MADISON,Low Income Area/HPSA
13660,Madrid,NY,"* 1,878",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
13802,Maine,NY,* 564,36007,33030,BROOME,Low Income Area/HPSA
12115,Malden Bridge,NY,* 79,36021,33200,COLUMBIA,HPSA
13103,Mallory,NY,* 454,36075,33560,OSWEGO,Low Income Area/HPSA
12953,Malone,NY,"* 15,950",36033,33270,FRANKLIN,Low Income Area/HPSA
13661,Mannsville,NY,"* 1,528",36045,33330,JEFFERSON,Low Income Area/HPSA
12454,Maplecrest,NY,* 283,36039,33300,GREENE,Low Income Area/HPSA
13803,Marathon,NY,"* 4,019",36023,33210,CORTLAND,Low Income Area/HPSA
13403,Marcy,NY,* 50,36065,33510,ONEIDA,HPSA
12455,Margaretville,NY,"* 2,012",36025,33220,DELAWARE,Low Income Area/HPSA
13111,Martville,NY,"* 1,772",36011,33050,CAYUGA,Low Income Area/HPSA
12116,Maryland,NY,"* 1,682",36077,33570,OTSEGO,Low Income Area/HPSA
13804,Masonville,NY,* 312,36025,33220,DELAWARE,Low Income Area
13662,Massena,NY,"* 16,747",36089,33630,ST. LAWRENCE,Low Income Area/HPSA
12117,Mayfield,NY,"* 3,008",36035,33280,FULTON,Low Income Area/HPSA
14757,Mayville,NY,"* 3,525",36013,33060,CHAUTAUQUA,HPSA
13801,MC Donough,NY,"* 1,260",36017,33080,CHENANGO,Low Income Area/HPSA
13101,MC Graw,NY,"* 2,412",36023,33210,CORTLAND,Low Income Area/HPSA
14103,Medina,NY,"* 11,346",36073,33550,ORLEANS,Low Income Area/HPSA
13806,Meridale,NY,* 34,36025,33220,DELAWARE,HPSA
13114,Mexico,NY,"* 6,821",36075,33560,OSWEGO,Low Income Area/HPSA
12849,Middle Granville,NY,* 430,36115,33760,WASHINGTON,Low Income Area
12122,Middleburgh,NY,"* 4,346",36001,33000,ALBANY,HPSA
14105,Middleport,NY,"* 4,317",36063,33500,NIAGARA,Low Income Area/HPSA
14507,Middlesex,NY,"* 1,402",36123,33910,YATES,Low Income Area
10940,Middletown,NY,"* 49,039",36071,33540,ORANGE,Low Income Area
13406,Middleville,NY,* 264,36043,33320,HERKIMER,HPSA
13807,Milford,NY,"* 1,442",36077,33570,OTSEGO,Low Income Area/HPSA
12546,Millerton,NY,* 89,36027,33230,DUTCHESS,HPSA
14864,Millport,NY,* 190,36015,33070,CHEMUNG,HPSA
12851,Minerva,NY,* 284,36031,33260,ESSEX,HPSA
12956,Mineville,NY,"* 1,308",36031,33260,ESSEX,Low Income Area/HPSA
12548,Modena,NY,"* 1,373",36111,33740,ULSTER,Low Income Area
13407,Mohawk,NY,"* 5,597",36043,33320,HERKIMER,Low Income Area/HPSA
12957,Moira,NY,"* 1,471",36033,33270,FRANKLIN,Low Income Area/HPSA
12762,Mongaup Valley,NY,* 312,36105,33710,SULLIVAN,Low Income Area/HPSA
10950,Monroe,NY,"* 47,022",36071,33540,ORANGE,Low Income Area
10952,Monsey,NY,"* 37,894",36087,33620,ROCKLAND,Low Income Area/HPSA
12701,Monticello,NY,"* 12,559",36105,33710,SULLIVAN,Low Income Area/HPSA
14865,Montour Falls,NY,"* 2,593",36097,33670,SCHUYLER,Low Income Area/HPSA
12958,Mooers,NY,"* 1,909",36019,33090,CLINTON,Low Income Area/HPSA
12959,Mooers Forks,NY,"* 1,386",36019,33090,CLINTON,Low Income Area/HPSA
13118,Moravia,NY,"* 5,630",36011,33050,CAYUGA,HPSA
13118,Moravia,NY,* 672,36011,33050,CAYUGA,HPSA
12960,Moriah,NY,"* 1,043",36031,33260,ESSEX,Low Income Area/HPSA
12961,Moriah Center,NY,* 156,36031,33260,ESSEX,Low Income Area/HPSA
13808,Morris,NY,* 10,36077,33570,OTSEGO,HPSA
12962,Morrisonville,NY,"* 5,628",36019,33090,CLINTON,HPSA
13408,Morrisville,NY,"* 4,256",36053,33360,MADISON,Low Income Area/HPSA
14510,Mount Morris,NY,"* 6,803",36051,33350,LIVINGSTON,HPSA
12457,Mount Tremper,NY,* 791,36111,33740,ULSTER,Low Income Area
13809,Mount Upton,NY,"* 1,646",36017,33080,CHENANGO,Low Income Area/HPSA
10550,Mount Vernon,NY,"* 36,796",36119,33800,WESTCHESTER,Low Income Area
13810,Mount Vision,NY,"* 1,170",36077,33570,OTSEGO,Low Income Area/HPSA
12763,Mountain Dale,NY,* 930,36105,33710,SULLIVAN,Low Income Area/HPSA
13409,Munnsville,NY,"* 2,326",36053,33360,MADISON,Low Income Area/HPSA
12458,Napanoch,NY,"* 2,326",36111,33740,ULSTER,Low Income Area/HPSA
14512,Naples,NY,* 17,36069,33530,ONTARIO,HPSA
12764,Narrowsburg,NY,"* 1,856",36105,33710,SULLIVAN,HPSA
12764,Narrowsburg,NY,* 18,36105,33710,SULLIVAN,HPSA
12123,Nassau,NY,* 170,36083,33600,RENSSELAER,HPSA
13665,Natural Bridge,NY,* 757,36045,33330,JEFFERSON,Low Income Area/HPSA
13120,Nedrow,NY,"* 2,148",36067,33520,ONONDAGA,Low Income Area
12765,Neversink,NY,* 990,36105,33710,SULLIVAN,HPSA
